StationId,StationName,City,State,Status,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,13-10-2018,33.21,,14.29,28.73,42.94,,0.64,7.38,22.96,5.94,7.12,,76,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,14-10-2018,28.09,,5.63,16.19,21.82,,0.52,8.72,26.75,2.33,2.8,,56,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,15-10-2018,23.2,,7.04,19.54,26.57,,0.55,8.79,25.41,5.4,6.48,,51,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,16-10-2018,20.33,,13.71,28.09,23.1,,0.51,9.11,22.71,0.22,0.26,,41,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,17-10-2018,14.01,,9.17,18.78,27.73,,0.53,9.53,14.54,3.24,3.89,,39,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,18-10-2018,13.61,,9.33,24.42,33.75,,0.51,10.06,13.95,2.3,2.76,,45,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,19-10-2018,14.36,,6.04,13.2,19.23,,0.5,9.34,18.74,0.35,0.42,,36,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,20-10-2018,16.01,,6.3,19.72,25.9,,0.73,11.12,16.77,0,0,,44,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,21-10-2018,23.44,,15.57,26.73,37.46,,0.64,7.89,25.09,0,0,,78,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,22-10-2018,19.08,,11.84,26.77,36.5,,2.14,7.1,30.97,0.34,0.82,,113,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,23-10-2018,24.87,,7.02,43.71,50.72,,1.43,6.4,32.65,0.43,2.31,,132,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,24-10-2018,27.02,,12.16,51.09,61.57,,1.02,2.19,36.41,0,0.4,,105,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,25-10-2018,29.66,,12.59,40.7,52.64,,0.64,1.69,36.52,0.06,0.41,,68,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,26-10-2018,27.74,,8.15,40.94,49.09,,0.71,2.22,38.73,0,0.59,,70,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-10-2018,23.9,,8.52,53.82,62.34,,0.62,1.88,44.18,0.04,0.52,,70,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,28-10-2018,23.62,,11.18,76.41,84.46,,1,1.43,36.35,0.07,1.84,,98,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,29-10-2018,25.36,,35.89,94.07,125.53,,1.1,1.42,35.2,0.5,6.46,,118,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,30-10-2018,24.43,,35.49,87.19,121.58,,1.06,1.8,32.19,0.13,3.28,,163,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,31-10-2018,23.28,,27.72,56.74,72.98,,0.83,2.85,30.11,0.17,3.14,,107,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,01-11-2018,13.93,,57.07,42.1,66.06,,1.03,5.48,28.22,0.33,0.72,,104,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,02-11-2018,18.88,,4.02,13.55,18.12,,1.35,7.45,26.56,0.11,0.2,,109,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,03-11-2018,19.84,,3,11.03,14.03,,1.1,7.73,30.04,0,0,,92,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,04-11-2018,24.71,,2.92,10.81,13.73,,1.01,7.12,33.89,0,0,,71,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,05-11-2018,24.93,,3.91,16.15,20.06,,1.09,6.41,32.71,0,0,,84,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,06-11-2018,76.48,,3.66,16.4,20.07,,1.44,9.6,32.07,1.56,2.87,,119,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,07-11-2018,57.88,,4.25,19.2,23.45,,1,9.64,34.94,0.35,0.63,,140,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,08-11-2018,69.28,,4.67,21.14,25.8,,1.31,9.74,35.71,0.17,0.34,,149,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,09-11-2018,47.15,,5.09,18.02,22.81,,1.02,4.74,38.69,0.18,0.32,,98,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,10-11-2018,60.3,,5.96,27.41,33.37,,1.19,3.13,37.47,1.83,3.27,,110,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,11-11-2018,76.33,,9.58,28.91,38.49,,1,5.09,41.53,1.71,3.06,,137,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,12-11-2018,116.95,,35.86,52.44,85.35,,1.28,10.95,31.8,4.04,7.21,,180,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,13-11-2018,106.27,,28.15,60.42,88.53,,1.89,25.44,30.93,5.51,9.83,,302,Very Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,14-11-2018,178.68,,47.53,59.67,107.2,,1.52,23.11,33.15,5.72,10.21,,282,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,15-11-2018,137.26,,16.84,50.92,59.01,,3.19,23.75,21.31,2.64,4.7,,339,Very Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,16-11-2018,29.49,,6.15,18.64,24.79,,1.79,12.39,24.22,0,0,,197,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,17-11-2018,56.03,,2.96,15.49,18.46,,1.81,10.33,48.6,0,0,,104,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,18-11-2018,56.24,,2.71,10.35,13.06,,1.84,10.44,34.29,0,0,,110,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,19-11-2018,28.17,,3.9,12.61,16.51,,1.82,13.93,23.17,0,0,,107,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,20-11-2018,28.24,,10.91,23.88,34.78,,1.72,12.41,23.99,0,0,,102,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,21-11-2018,46.34,,11.47,31.31,42.77,,1.77,10.94,23.6,0,0,,100,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,22-11-2018,30.08,,9.14,18.82,27.82,,1.28,14.95,14.29,0,0,,100,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,23-11-2018,21,,6.87,17.38,24.19,,0.98,13.42,14.61,0,0,,68,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,24-11-2018,82.77,,3.59,21.24,24.83,,0.79,10.64,33.49,0,0,,112,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,25-11-2018,98.65,,3.25,18.02,21.27,,0.76,9.48,49.48,0,0,,231,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,26-11-2018,108.12,,3.03,18.58,21.58,,0.56,8.08,69.07,0,0,,238,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-11-2018,83.15,,2.72,14.77,17.49,,0.68,10.3,76.05,0,0,,234,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,28-11-2018,152.94,,2.69,15.31,18.01,,0.41,10.98,68.23,0,0,,171,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,29-11-2018,72.09,,2.96,12.96,15.93,,0.54,12,48.09,0,0,,316,Very Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,30-11-2018,54.83,,3.1,15.97,19.06,,0.59,12.19,48.91,0,0,,96,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,01-12-2018,54.33,,4.04,18.98,23.02,,0.68,12.41,52.68,0,0,,95,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,02-12-2018,40.07,,2.71,12.78,15.39,,0.89,13.24,55.82,0,0,,99,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,03-12-2018,33.42,,2.8,12.8,15.56,,0.71,13.3,48.76,0,0,,78,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,04-12-2018,36.62,,3.83,16.18,19.99,,0.62,13.7,31.62,0,0,,65,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,05-12-2018,16.16,,2.68,13.04,14.35,,0.84,14.01,30.54,0,0,,95,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,06-12-2018,24.56,,3.15,13.75,16.9,,0.49,13.04,39.01,0,0,,55,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,07-12-2018,39.43,,2.95,14.81,17.28,,0.56,12.46,40.01,0,0,,61,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,08-12-2018,100.06,,2.49,13.06,15.37,,0.58,10.74,58.63,0,0,,154,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,09-12-2018,98.67,,2.61,12.83,15.44,,0.42,10.6,72.91,0,0,,234,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,10-12-2018,109.42,,2.77,19.02,21.79,,0.58,10.78,67.43,0,0,,267,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,11-12-2018,119.63,,2.9,24.45,27.34,,0.48,9.83,69.16,0,0,,271,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,12-12-2018,98.71,,3.07,23.91,26.95,,0.63,11.48,64.69,0,0,,257,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,13-12-2018,91.18,,3.9,24.82,28.72,,0.94,13.94,59.56,0,0,,229,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,14-12-2018,54.51,,3.07,17.42,20.46,,0.73,12.99,59.2,0,0,,135,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,15-12-2018,63.24,,8.02,31.54,39.56,,0.46,13.03,39.97,0,0,,97,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,16-12-2018,75.1,,6.47,42.69,49.16,,1.04,12.61,54.79,0,0,,133,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,17-12-2018,133.45,,24.99,55.7,80.01,,0.84,10.31,42.35,0.51,0.91,,237,Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,18-12-2018,139.38,,49.85,62.95,112.8,,0.69,9.72,30.52,0,0,,331,Very Poor
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,19-12-2018,86.21,,9.03,40.18,49.21,,0.68,13.28,51.75,0,0,,181,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,20-12-2018,63.85,,4.55,19.72,24.28,,0.38,13.56,65.97,0,0,,164,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,21-12-2018,66.63,,7.62,26.75,34.22,,0.59,13.38,57.72,0,0,,117,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,22-12-2018,52.05,,3.25,17.72,20.98,,0.7,14,54.87,0,0,,113,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,23-12-2018,44.47,,2.74,10.49,13.23,,0.48,14.19,56.63,0,0,,83,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,24-12-2018,44.47,,2.94,13,15.94,,0.66,14.17,52.13,0,0,,85,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,25-12-2018,92.79,,3.26,18.43,21.69,,0.61,14.02,63.98,0,0,,123,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,26-12-2018,69.87,,2.87,15.42,18.29,,0.59,14.66,68.25,0,0,,187,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-12-2018,74.45,,8.03,28.54,36.57,,0.53,15,54.74,0,0,,135,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,21-07-2018,3.07,,4.14,9.38,7.32,,0.86,2.89,23.08,,,,71,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,20-07-2018,3.22,,4.05,9.2,7.17,,0.5,2.8,25.21,0,0,,52,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,28-06-2018,4.52,,10.8,30.66,21.52,,1.08,6.29,17.42,0.26,0.42,,76,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,14-08-2018,4.97,,4.35,11.55,15.89,,0.52,4.11,13.71,0.94,1.17,,34,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,30-06-2020,5.08,,4.33,17.98,22.31,,0.74,7.01,6.09,,,,62,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,24-07-2018,5.16,,4.1,9.31,7.26,,1.63,2.65,15.74,,,,77,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,12-08-2018,5.49,,8.04,13,8.84,,0.57,4.08,14.93,0.54,0.68,,50,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,22-07-2018,5.61,,4.04,9.18,7.15,,0.5,3.44,22.51,,,,56,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-06-2018,5.75,,4.65,20.49,12.23,,1.17,7.21,18.78,0.11,0.18,,86,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,28-06-2020,6.37,,4.2,19.25,23.45,,0.89,7.02,5.84,,,,69,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,19-07-2018,6.44,,4.13,9.37,7.31,,1.04,2,22.27,,,,82,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,29-06-2018,6.77,,11.59,24.97,16.03,,1.09,6.63,21.36,0.27,0.44,,65,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,16-08-2018,7.5,,3.89,11.33,15.1,,0.48,4.5,20.19,0.43,0.54,,38,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,26-06-2020,7.5,,4.53,20.17,24.7,,0.84,7.01,6.83,,,,67,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,25-07-2018,7.89,,4.14,9.38,7.32,,0.89,2.48,15.62,,,,107,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,29-06-2020,8.07,,3.91,18.17,22.08,,0.77,6.99,5.69,,,,61,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,22-06-2020,8.22,,5.13,20.58,25.72,,0.85,6.99,4.68,,,,58,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,13-08-2018,8.29,,4.86,11.78,13.28,,0.52,4.53,14.59,0.6,0.76,,37,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,16-06-2020,8.3,,4.1,16.88,20.92,,0.77,6.99,6.79,,,,69,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,30-06-2018,8.31,,77.95,92.61,74.55,,1.4,7.19,19.31,0.72,1.14,,104,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,19-09-2018,8.49,,9.31,22.67,30.79,,0.51,10.41,16.41,0.41,0.49,,37,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,25-06-2020,8.5,,5,25.79,30.77,,0.9,6.99,7.33,,,,81,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-06-2020,8.56,,4.16,21.53,25.69,,0.75,7.01,4.75,,,,54,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,17-06-2020,8.7,,4.11,18.3,22.37,,0.77,7,4.58,,,,53,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,24-06-2020,8.71,,4.83,20.77,25.17,,0.84,7,4.57,,,,66,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,23-07-2018,8.86,,4.18,9.47,7.39,,0.9,3.02,16.39,,,,72,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,14-09-2018,8.98,,4.04,16.11,20.14,,0.55,9.68,30.06,0,1.6,,71,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,18-06-2020,9.04,,4.61,17.34,21.96,,0.82,7.02,5.58,,0,,70,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,06-10-2018,9.05,,7.19,10.71,17.7,,0.47,10.53,12.24,0.64,0.77,,28,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,10-06-2019,9.08,,3.18,13.99,17.17,,0.77,9.43,30.51,0,0,,65,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,11-06-2019,9.46,,3.13,11.82,14.64,,0.7,7.52,32.27,0,0,,67,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,02-10-2018,9.47,,5.84,9.66,15.5,,0.45,11.06,10.77,0.19,0.22,,31,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,09-08-2019,9.7,,3.03,9.22,12.25,,0.65,6.61,21.77,0,0.17,,62,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,18-09-2018,9.85,,6.49,20.49,26.98,,0.56,10.07,12.4,0.73,1.82,,40,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,23-06-2020,9.88,,5.18,24.86,30.04,,0.86,6.99,4.87,,,,69,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,05-10-2018,10.21,,8.04,9.68,17.72,,0.47,10.77,12.27,0.29,0.34,,29,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,24-10-2019,10.39,,2.69,8.41,9.89,,0.9,16.02,8.21,0.04,0.05,,62,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,12-06-2019,10.7,,4.25,13.95,18.2,,0.76,9.93,27.52,0,0,,73,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,20-06-2020,10.84,,4.77,21.08,25.42,,0.84,7,4.87,,,,68,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,19-06-2020,10.86,,5.12,21.36,26.48,,0.75,7.02,3.42,,,,59,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,28-11-2019,10.96,,4.51,12.8,17.3,,0.61,8.7,27.73,3.58,4.47,,54,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,04-10-2018,11.16,,8.34,10.12,18.41,,0.47,10.5,12.56,0.6,0.72,,30,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,10-08-2019,11.19,,3.79,10.76,14.56,,0.66,4.88,18.63,0,0.08,,44,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,25-10-2019,11.44,,2.53,9.53,10.03,,1.03,15.55,9.73,0,0,,81,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,01-12-2019,11.48,,2.2,6.86,9.06,,0.41,6.09,16.64,0,0,,34,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,22-08-2018,11.49,,4.59,10.48,15.07,,0.48,9.9,19.87,0.53,0.67,,36,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,17-09-2018,11.5,,9.52,35.98,45.5,,0.46,9.88,11.57,0,1.54,,32,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-11-2019,11.52,,5.24,14.95,20.18,,0.6,8.98,33.17,0.88,1.1,,53,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,29-08-2018,11.7,,4.62,9.63,14.26,,1.09,9.88,12.75,0.16,0.2,,101,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,09-08-2018,11.72,,3.87,10.45,7.3,,0.69,2.66,13.92,0.98,1.22,,40,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,19-08-2018,11.78,,4.8,10.9,15.7,,0.54,10.19,19.76,0.48,0.59,,42,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,07-10-2018,11.8,,5.91,9.61,15.49,,0.47,10.45,14.43,0.15,0.18,,27,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,03-10-2018,11.81,,5.82,9.79,15.57,,0.5,10.21,12.62,0,0,,38,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,21-08-2018,11.82,,4.72,10.62,15.34,,0.56,9.4,20.39,1.01,1.26,,40,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,20-08-2018,11.9,,6.65,12.49,18.18,,0.54,9.67,19.29,0.85,1.06,,35,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,30-08-2018,11.91,,4.17,6.8,10.96,,0.57,9.68,12.4,0,0,,63,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,24-08-2018,11.94,,4.92,11.81,16.74,,0.56,9.44,15.65,0.76,0.94,,33,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-08-2018,11.99,,4.85,11.23,16.08,,0.58,10.06,13.28,0.52,0.65,,74,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,02-12-2019,12.06,,2.2,6.53,8.73,,0.46,6.19,21.98,0,0,,60,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,01-09-2018,12.07,,4,6.01,10.01,,0.55,9.74,15.19,0,0,,50,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,01-07-2018,12.08,,150.49,105.46,119.35,,1.02,6.5,20.61,0.15,0.23,,137,Moderate
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,26-08-2018,12.13,,4.5,10.46,14.96,,1.53,10,15.91,0.05,0.06,,59,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,02-09-2018,12.13,,4.03,6.28,10.31,,0.55,10.07,18.2,0,0,,44,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,25-08-2018,12.21,,5.04,12.34,17.33,,0.47,9.6,13.39,0.89,1.12,,36,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,28-08-2018,12.21,,4.77,10.87,15.64,,0.56,9.97,13.62,0,0,,36,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,16-11-2019,12.26,,4.48,10.64,15.11,,0.6,8.75,34.11,0,0,,75,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,23-08-2018,12.29,,4.84,11.37,16.21,,0.49,9.87,15.5,0.45,0.56,,40,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,03-09-2018,12.32,,4,6.01,10.01,,0.61,9.74,17.16,0,0,,52,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,15-09-2018,12.33,,4.12,22.3,26.43,,0.51,9.76,20.53,0.11,4.29,,40,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,03-09-2019,12.36,,3.85,11.78,15.63,,0.77,4.37,16.07,,7.9,,60,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,27-08-2019,12.37,,3.56,10.25,13.8,,0.78,3.4,21.06,,0.05,,57,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,06-01-2020,12.37,,1.33,3.13,2.23,,0.63,5.79,22.75,1.28,1.6,,42,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,29-09-2018,12.39,,6.74,18.64,25.38,,0.5,10.59,11.68,1.26,1.52,,37,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,12-01-2020,12.58,,4,27.91,31.55,,0.63,7.43,30.64,0.72,0.9,,58,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,08-09-2018,12.69,,5.84,17.04,22.73,,0.52,9.74,19.24,0.17,2.14,,37,Good
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,21-06-2018,12.75,,5.72,24.43,13.05,,0.98,6.48,26.8,0.25,0.39,,91,Satisfactory
KA002,"BTM Layout, Bengaluru - CPCB",Bengaluru,Karnataka,Active,01-10-2018,12.8,,6.8,12.33,19.12,,0.46,10.51,12.52,0.36,0.44,,68,Satisfactory
